repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics,discovery_tier
gre/gl-react,1,typescript,3003,https://github.com/gre/gl-react.git,14,,CLAUDE.md,2026-07-25T03:24:54.475670+00:00,2015-08-17T03:49:51,"[""glsl"", ""react"", ""react-native"", ""universal"", ""webgl""]",1
marktext/muya,1,typescript,717,https://github.com/marktext/muya.git,11,,CLAUDE.md,2026-07-25T03:24:54.788027+00:00,2018-06-29T02:30:54,"[""markdown"", ""markdown-editor""]",1
yoannmoinet/nipplejs,1,typescript,1923,https://github.com/yoannmoinet/nipplejs.git,24,,CLAUDE.md,2026-07-25T03:24:54.811427+00:00,2015-09-05T09:55:09,"[""dependency-free"", ""dom"", ""frontend"", ""gamedev"", ""joystick"", ""vanilla-javascript""]",1
nteract/semiotic,1,typescript,2685,https://github.com/nteract/semiotic.git,30,,copilot-instructions.md,2026-07-25T03:24:54.849527+00:00,2017-03-16T05:46:24,"[""ai"", ""d3"", ""data-visualization"", ""nteract"", ""react"", ""streaming"", ""visualization""]",1
annexare/countries,1,typescript,1317,https://github.com/annexare/countries.git,15,,CLAUDE.md,2026-07-25T03:24:56.075355+00:00,2014-07-06T04:44:51,"[""calling-codes"", ""capital"", ""cjs"", ""continent"", ""countries"", ""country-codes"", ""csv"", ""currencies"", ""emoji"", ""esm"", ""iso3166"", ""iso3166-1"", ""iso639"", ""iso639-1"", ""json"", ""language-codes"", ""locales"", ""sql"", ""typescript"", ""typings""]",1
tabwrangler/tabwrangler,1,typescript,628,https://github.com/tabwrangler/tabwrangler.git,24,,CLAUDE.md,2026-07-25T03:24:57.261182+00:00,2012-04-23T04:14:26,"[""chrome-extension"", ""firefox-extension""]",1
node-modules/urllib,1,typescript,743,https://github.com/node-modules/urllib.git,53,,CLAUDE.md,2026-07-25T03:25:01.982191+00:00,2011-05-16T02:04:01,"[""curl"", ""curl-library"", ""http-client"", ""httpclient"", ""request"", ""undici"", ""urllib"", ""urllib2""]",1
styled-components/styled-components-website,1,typescript,621,https://github.com/styled-components/styled-components-website.git,247,,.cursor/,2026-07-25T03:25:02.576345+00:00,2017-04-10T03:11:30,"[""documentation"", ""nextjs"", ""preact"", ""react"", ""styled-components""]",1
maildev/maildev,1,typescript,5944,https://github.com/maildev/maildev.git,78,,CLAUDE.md,2026-07-25T03:25:09.195296+00:00,2013-03-31T07:37:09,"[""developer-tools"", ""development"", ""docker"", ""mailcatcher"", ""maildev"", ""nodejs"", ""nodemailer"", ""smtp"", ""smtp-server"", ""testing""]",1
jsforce/jsforce,1,typescript,1466,https://github.com/jsforce/jsforce.git,72,,copilot-instructions.md,2026-07-25T03:25:10.245598+00:00,2014-01-30T08:56:14,"[""jsforce"", ""salesforce""]",1
silenceleo/snowb-bmf,1,typescript,561,https://github.com/silenceleo/snowb-bmf.git,7,,CLAUDE.md,2026-07-25T03:25:10.246127+00:00,2020-07-31T05:55:32,"[""bitmap"", ""bitmap-font"", ""bitmap-font-generator"", ""bitmap-fonts"", ""bitmapfont"", ""bitmapfonts"", ""bitmaps"", ""bmfont""]",1
coreui/coreui-react,1,typescript,714,https://github.com/coreui/coreui-react.git,9,,CLAUDE.md,2026-07-25T03:25:10.978094+00:00,2018-02-26T06:14:32,"[""bootstrap"", ""bootstrap-react"", ""components-library"", ""coreui"", ""coreui-library"", ""coreui-react"", ""css-library"", ""react"", ""react-bootstrap"", ""react-components"", ""reactjs"", ""reactstrap"", ""ui-components""]",1
gilbarbara/react-joyride,1,typescript,7721,https://github.com/gilbarbara/react-joyride.git,44,,CLAUDE.md,2026-07-25T03:25:10.985616+00:00,2015-08-28T02:56:09,"[""joyride"", ""react"", ""react-component"", ""tooltip"", ""tour""]",1
yagop/node-telegram-bot-api,1,typescript,9181,https://github.com/yagop/node-telegram-bot-api.git,88,,CLAUDE.md,2026-07-25T03:25:11.471907+00:00,2015-06-28T10:35:33,"[""api"", ""bot"", ""bot-framework"", ""chatbot"", ""nodejs"", ""telegram""]",1
tencent/vconsole,1,typescript,17464,https://github.com/tencent/vconsole.git,61,,CLAUDE.md,2026-07-25T03:25:11.474002+00:00,2016-04-27T03:33:45,"[""console"", ""mobile"", ""wechat""]",1
haehnchen/crypto-trading-bot,1,typescript,3438,https://github.com/haehnchen/crypto-trading-bot.git,16,,CLAUDE.md,2026-07-25T03:25:13.374688+00:00,2018-09-25T03:48:11,"[""binance"", ""bitfinex"", ""bitmex"", ""bot"", ""bybit"", ""ccxt"", ""coinbase"", ""crypto"", ""cryptocurrency"", ""docker"", ""exchange"", ""javascript"", ""margin"", ""nodejs"", ""trading"", ""trading-bot"", ""trading-strategies"", ""tradingview"", ""websocket""]",1
whiteminds/liveautorecord,1,typescript,946,https://github.com/whiteminds/liveautorecord.git,4,,CLAUDE.md,2026-07-25T03:25:15.045996+00:00,2018-04-25T08:59:23,"[""bilibili"", ""douyin"", ""douyu"", ""electron"", ""ffmpeg"", ""huya"", ""typescript"", ""vue""]",1
eggjs/egg,1,typescript,18994,https://github.com/eggjs/egg.git,216,,copilot-instructions.md,2026-07-25T03:25:17.310407+00:00,2016-06-18T06:53:23,"[""egg"", ""eggjs"", ""enterprise"", ""framework"", ""koa"", ""koa-middleware"", ""koa2"", ""node-framework"", ""nodejs""]",1
argos-ci/argos,1,typescript,597,https://github.com/argos-ci/argos.git,14,,.claude/,2026-07-25T03:25:19.228850+00:00,2016-12-15T08:23:42,"[""testing"", ""testing-tools"", ""visual-testing""]",1
amondnet/vercel-action,1,typescript,758,https://github.com/amondnet/vercel-action.git,35,,CLAUDE.md,2026-07-25T03:25:22.838222+00:00,2020-05-16T12:39:37,"[""github-actions"", ""vercel"", ""zeit-now""]",1
auth0/react-native-auth0,1,typescript,548,https://github.com/auth0/react-native-auth0.git,67,,CLAUDE.md,2026-07-25T03:25:22.844583+00:00,2016-06-14T11:10:12,"[""dx-sdk"", ""react-native""]",1
noderedis/node-redis,1,typescript,14242,https://github.com/noderedis/node-redis.git,138,,CLAUDE.md,2026-07-25T03:25:25.485755+00:00,2010-09-14T02:05:09,[],1
openshiporg/openship,1,typescript,1148,https://github.com/openshiporg/openship.git,3,,CLAUDE.md,2026-07-25T03:25:33.923357+00:00,2022-08-10T05:43:01,"[""3pl"", ""e-commerce"", ""fulfillment"", ""marketplace-api"", ""netlify"", ""nextjs"", ""oms"", ""order-management"", ""order-management-system"", ""shopify"", ""vercel"", ""warehouse"", ""warehouse-management-system""]",1
mxstbr/mxstbr.com,1,typescript,501,https://github.com/mxstbr/mxstbr.com.git,11,,.cursorrules,2026-07-25T03:25:35.528639+00:00,2018-10-15T10:12:46,"[""nextjs"", ""prettier"", ""react""]",1
marktext/marktext,1,typescript,58318,https://github.com/marktext/marktext.git,159,,CLAUDE.md,2026-07-25T03:25:44.540862+00:00,2017-11-12T04:05:25,"[""dark-mode"", ""editor"", ""electron"", ""focus-mode"", ""latex"", ""linux"", ""mac"", ""macos"", ""markdown"", ""marktext"", ""source-code"", ""typewriter-mode"", ""vue"", ""windows""]",1
dinerojs/dinero.js,1,typescript,6772,https://github.com/dinerojs/dinero.js.git,18,,CLAUDE.md,2026-07-25T03:25:45.120946+00:00,2018-03-10T11:56:04,"[""amount"", ""currency"", ""immutable"", ""javascript"", ""monetary"", ""money"", ""typescript""]",1
storybookjs/react-native,1,typescript,1300,https://github.com/storybookjs/react-native.git,341,,CLAUDE.md,2026-07-25T03:25:45.215232+00:00,2020-01-22T03:17:28,"[""expo"", ""react"", ""react-native"", ""storybook""]",1
xiaomi/hiui,1,typescript,859,https://github.com/xiaomi/hiui.git,37,,.cursor/,2026-07-25T03:25:45.243682+00:00,2018-10-08T10:10:20,"[""component-library"", ""design-system"", ""design-systems"", ""javascript"", ""react"", ""react-components"", ""typescript"", ""ui-kit"", ""ui-library""]",1
auth0/node-auth0,1,typescript,680,https://github.com/auth0/node-auth0.git,150,,copilot-instructions.md,2026-07-25T03:25:45.249862+00:00,2012-12-03T09:19:57,"[""dx-sdk""]",1
styled-components/styled-components,1,typescript,41040,https://github.com/styled-components/styled-components.git,343,,CLAUDE.md,2026-07-25T03:25:49.398535+00:00,2016-08-16T06:41:32,"[""css"", ""css-in-js"", ""react"", ""reactnative"", ""rsc"", ""styled-components""]",1
ueberdosis/tiptap,1,typescript,37545,https://github.com/ueberdosis/tiptap.git,429,,.github/instructions/,2026-07-25T03:25:49.440273+00:00,2018-08-20T07:58:58,"[""editor"", ""javascript"", ""js"", ""prosemirror"", ""react"", ""renderless-components"", ""rich-text"", ""tiptap"", ""vue"", ""wysiwyg"", ""wysiwyg-editor""]",1
dyc3/opentogethertube,1,typescript,513,https://github.com/dyc3/opentogethertube.git,37,,CLAUDE.md,2026-07-25T03:25:52.672317+00:00,2019-07-21T02:17:16,"[""entertainment"", ""hacktoberfest"", ""nodejs"", ""social"", ""video"", ""video-streaming"", ""video-synchronization"", ""vuejs""]",1
callstack/react-native-testing-library,1,typescript,3390,https://github.com/callstack/react-native-testing-library.git,128,,CLAUDE.md,2026-07-25T03:25:52.681587+00:00,2018-10-01T02:32:13,"[""jest"", ""react"", ""react-native"", ""testing""]",1
supabase/supabase-js,1,typescript,4498,https://github.com/supabase/supabase-js.git,229,,.cursor/,2026-07-25T03:25:55.251828+00:00,2020-05-15T12:52:16,"[""client-library"", ""database"", ""isomorphic"", ""javascript"", ""js"", ""mit-license"", ""node-js"", ""nuxt"", ""orm"", ""postgres"", ""postgresql"", ""postgrest"", ""supabase"", ""svelte"", ""ts"", ""typescript""]",1
typestrong/ts-loader,1,typescript,3479,https://github.com/typestrong/ts-loader.git,137,,CLAUDE.md,2026-07-25T03:25:59.070441+00:00,2015-01-21T12:00:16,"[""loader"", ""typescript"", ""webpack"", ""webpack-loader""]",1
revenuecat/react-native-purchases,1,typescript,1192,https://github.com/revenuecat/react-native-purchases.git,45,,CLAUDE.md,2026-07-25T03:26:02.607273+00:00,2018-06-21T09:15:55,"[""android"", ""iap"", ""ios"", ""react-native"", ""stripe"", ""web""]",1
algolia/docsearch,1,typescript,4368,https://github.com/algolia/docsearch.git,126,,CLAUDE.md,2026-07-25T03:26:03.877540+00:00,2015-11-20T10:55:10,"[""algolia"", ""docsearch"", ""documentation"", ""javascript"", ""react"", ""search"", ""typescript""]",1
fonoster/routr,1,typescript,1696,https://github.com/fonoster/routr.git,11,,.claude/,2026-07-25T03:26:03.883788+00:00,2017-01-18T04:34:29,"[""asterisk"", ""docker"", ""fonoster"", ""freepbx"", ""freeswitch"", ""fusionpbx"", ""ims"", ""instant-messaging"", ""intercom"", ""kamailio"", ""kubernetes"", ""opensips"", ""scaip"", ""server"", ""sip"", ""twilio"", ""voip"", ""webrtc""]",1
kern/filepizza,1,typescript,10120,https://github.com/kern/filepizza.git,25,,.cursorrules,2026-07-25T03:26:08.457552+00:00,2015-02-25T11:29:26,"[""react"", ""webrtc""]",1
instawork/hyperview,1,typescript,1691,https://github.com/instawork/hyperview.git,47,,.cursor/,2026-07-25T03:26:12.856462+00:00,2018-07-25T06:02:29,[],1
