repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
baomidou/dynamic-datasource-spring-boot-starter,1,java,4098,https://github.com/baomidou/dynamic-datasource-spring-boot-starter.git,34,,,2026-07-29T03:04:33.555386+00:00,2018-04-28T02:32:16,"[""datasource"", ""distributed-transaction"", ""dynamic-datasource"", ""dynamicdatasource"", ""multi-datasource"", ""multidatasource"", ""mybatis"", ""spring-boot"", ""springboot""]"
bardsoftware/ganttproject,1,java,1073,https://github.com/bardsoftware/ganttproject.git,38,,,2026-07-29T03:04:33.555386+00:00,2015-06-28T12:30:00,"[""gantt-chart"", ""ganttproject"", ""java"", ""kotlin"", ""project-management"", ""project-planning""]"
bazelbuild/intellij,1,java,815,https://github.com/bazelbuild/intellij.git,128,,,2026-07-29T03:04:33.555386+00:00,2016-07-08T02:19:29,"[""bazel"", ""build-tool"", ""clion"", ""cpp"", ""ide""]"
bcgit/bc-java,1,java,2663,https://github.com/bcgit/bc-java.git,122,,,2026-07-29T03:04:33.555386+00:00,2013-06-01T02:38:42,"[""crypto"", ""dtls"", ""java"", ""openpgp"", ""post-quantum-cryptography"", ""tls""]"
beehive-lab/tornadovm,1,java,1454,https://github.com/beehive-lab/tornadovm.git,28,,,2026-07-29T03:04:33.555386+00:00,2018-09-07T09:37:44,"[""ai"", ""cuda"", ""gpu-acceleration"", ""gpu-computing"", ""gpus"", ""graalvm"", ""java"", ""levelzero"", ""multi-core"", ""nvidia"", ""opencl"", ""parallel-computing"", ""parallel-programming"", ""spirv""]"
ben-manes/caffeine,1,java,17747,https://github.com/ben-manes/caffeine.git,66,,,2026-07-29T03:04:33.555386+00:00,2014-12-13T08:45:11,[]
bennidi/mbassador,1,java,964,https://github.com/bennidi/mbassador.git,18,,,2026-07-29T03:04:33.555386+00:00,2012-10-23T07:27:32,"[""concurrent-programming"", ""event-driven"", ""eventbus"", ""java"", ""jvm""]"
besu-eth/besu,1,java,1814,https://github.com/besu-eth/besu.git,276,,,2026-07-29T03:04:33.555386+00:00,2019-09-04T09:11:20,"[""besu"", ""blockchain"", ""ethereum"", ""java"", ""p2p""]"
bethington/ghidra-mcp,1,java,2740,https://github.com/bethington/ghidra-mcp.git,41,,,2026-07-29T03:04:33.555386+00:00,2025-08-30T06:40:03,"[""ai"", ""binary-analysis"", ""ghidra"", ""ghidra-extension"", ""java"", ""mcp"", ""mcp-server"", ""model-context-protocol"", ""python"", ""reverse-engineering"", ""static-analysis""]"
binarywang/WxJava,1,java,32923,https://github.com/binarywang/WxJava.git,414,,,2026-07-29T03:04:33.555386+00:00,2016-01-06T08:24:05,"[""cp"", ""hacktoberfest"", ""java"", ""miniapp"", ""miniprogram"", ""mp"", ""open"", ""sdk"", ""weapp"", ""wechat"", ""wechat-sdk"", ""weixin"", ""weixin-sdk"", ""wxjava"", ""wxpay""]"
bobbylight/rsyntaxtextarea,1,java,1239,https://github.com/bobbylight/rsyntaxtextarea.git,48,,,2026-07-29T03:04:33.555386+00:00,2013-08-08T03:40:21,"[""code-editor"", ""java-swing-applications"", ""syntax-highlighting""]"
bootique/bootique,1,java,1429,https://github.com/bootique/bootique.git,14,,,2026-07-29T03:04:33.555386+00:00,2015-12-10T02:45:15,"[""bootique"", ""dependency-injection"", ""java"", ""runnable-jar""]"
btraceio/btrace,1,java,5990,https://github.com/btraceio/btrace.git,27,,,2026-07-29T03:04:33.555386+00:00,2014-08-28T06:58:24,"[""btrace"", ""java"", ""java-application"", ""java-platform""]"
buchen/portfolio,1,java,2286,https://github.com/buchen/portfolio.git,154,,,2026-07-29T03:04:33.555386+00:00,2012-03-24T09:43:08,"[""eclipse"", ""financial"", ""investment-portfolio"", ""java"", ""portfolio"", ""portfolio-performance"", ""stocks""]"
bucket4j/bucket4j,1,java,2763,https://github.com/bucket4j/bucket4j.git,66,,,2026-07-29T03:04:33.555386+00:00,2014-10-12T02:19:18,"[""apache-ignite"", ""hazelcast"", ""infinispan"", ""jcache"", ""oracle-coherence"", ""rate-limit"", ""rate-limiter"", ""rate-limiting"", ""token-bucket""]"
