repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
iorate/ublacklist,1,typescript,0,https://github.com/iorate/ublacklist.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jackocnr/intl-tel-input,1,typescript,0,https://github.com/jackocnr/intl-tel-input.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jamaljsr/polar,1,typescript,0,https://github.com/jamaljsr/polar.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jamiebrynes7/obsidian-todoist-plugin,1,typescript,0,https://github.com/jamiebrynes7/obsidian-todoist-plugin.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
javascript-obfuscator/javascript-obfuscator,1,typescript,0,https://github.com/javascript-obfuscator/javascript-obfuscator.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jcmais/node-libcurl,1,typescript,0,https://github.com/jcmais/node-libcurl.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jesec/flood,1,typescript,0,https://github.com/jesec/flood.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jigsaw-code/outline-client,1,typescript,0,https://github.com/jigsaw-code/outline-client.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
johannesjo/super-productivity,1,typescript,0,https://github.com/johannesjo/super-productivity.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
johnkorzhuk/grabient,1,typescript,0,https://github.com/johnkorzhuk/grabient.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
johnpapa/vscode-peacock,1,typescript,0,https://github.com/johnpapa/vscode-peacock.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
jsforce/jsforce,1,typescript,0,https://github.com/jsforce/jsforce.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
justjake/quickjs-emscripten,1,typescript,0,https://github.com/justjake/quickjs-emscripten.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
kern/filepizza,1,typescript,0,https://github.com/kern/filepizza.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
khan/perseus,1,typescript,0,https://github.com/khan/perseus.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
kinvolk/headlamp,1,typescript,0,https://github.com/kinvolk/headlamp.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
koenkk/zigbee-herdsman,1,typescript,0,https://github.com/koenkk/zigbee-herdsman.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
kriasoft/react-starter-kit,1,typescript,0,https://github.com/kriasoft/react-starter-kit.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
kristiandupont/kanel,1,typescript,0,https://github.com/kristiandupont/kanel.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
kufu/smarthr-ui,1,typescript,0,https://github.com/kufu/smarthr-ui.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
lane711/sonicjs,1,typescript,0,https://github.com/lane711/sonicjs.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
lerna/lerna,1,typescript,0,https://github.com/lerna/lerna.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
lichess-org/api,1,typescript,0,https://github.com/lichess-org/api.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
lizhiyao/sentry-miniapp,1,typescript,0,https://github.com/lizhiyao/sentry-miniapp.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
logchimp/logchimp,1,typescript,0,https://github.com/logchimp/logchimp.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
lucide-icons/lucide,1,typescript,0,https://github.com/lucide-icons/lucide.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
lume/lume,1,typescript,0,https://github.com/lume/lume.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
marktext/muya,1,typescript,0,https://github.com/marktext/muya.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
markuplint/markuplint,1,typescript,0,https://github.com/markuplint/markuplint.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
marmelab/react-admin,1,typescript,0,https://github.com/marmelab/react-admin.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
martpie/museeks,1,typescript,0,https://github.com/martpie/museeks.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
maygo/tockler,1,typescript,0,https://github.com/maygo/tockler.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/applicationinsights-js,1,typescript,0,https://github.com/microsoft/applicationinsights-js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/beachball,1,typescript,0,https://github.com/microsoft/beachball.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/clarity,1,typescript,0,https://github.com/microsoft/clarity.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/fast,1,typescript,0,https://github.com/microsoft/fast.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/fluentui,1,typescript,0,https://github.com/microsoft/fluentui.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/fluentui-react-native,1,typescript,0,https://github.com/microsoft/fluentui-react-native.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/fluidframework,1,typescript,0,https://github.com/microsoft/fluidframework.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/lage,1,typescript,0,https://github.com/microsoft/lage.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/maker.js,1,typescript,0,https://github.com/microsoft/maker.js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/playwright,1,typescript,0,https://github.com/microsoft/playwright.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/roosterjs,1,typescript,0,https://github.com/microsoft/roosterjs.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/rushstack,1,typescript,0,https://github.com/microsoft/rushstack.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/typescript,1,typescript,0,https://github.com/microsoft/typescript.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/vscode-cmake-tools,1,typescript,0,https://github.com/microsoft/vscode-cmake-tools.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/vscode-jupyter,1,typescript,0,https://github.com/microsoft/vscode-jupyter.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
microsoft/vscode-mssql,1,typescript,0,https://github.com/microsoft/vscode-mssql.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
